id,price,rating,review_cou,is_closed,zip_code,epsg25832_,epsg2583_1,epsg4326_l,epsg4326_1,Bezirk_Nam,Stadtteil,water_distance
wblfKYOU-lF0ijpsXQNFQA,,2.5,2,False,21079.0,565645.78573,5922839.5607,53.450480000000006,9.98851,Harburg,Wilstorf,11.108358555023091
tSgLnQpFHxEmy4v_b7MOlA,€€,3.0,1,False,21079.0,565853.2209600001,5922455.23188,53.447,9.99155,Harburg,Wilstorf,47.93522294089088
_LxqJQqvVtbccu8u0A-28w,,3.0,1,False,21077.0,565362.05878,5921648.2443699995,53.439809999999994,9.983989999999999,Harburg,Wilstorf,18.647933215163764
0Sr4gLsxW7lthpSHSvQiLA,,3.0,2,False,21149.0,557655.43551,5922754.4611,53.45065,9.86819,Harburg,Hausbruch,53.36473601214294
Cf-sLIwvllFcN6QwXUH3MA,€€€,4.0,13,False,21075.0,561397.26545,5923074.090559999,53.4531,9.92459,Harburg,Eißendorf,58.519274665894905
GXPKNQKMxeSXcIkc1uGpBg,€€,4.0,16,False,21077.0,562243.70151,5922705.36896,53.449690000000004,9.93726,Harburg,Eißendorf,29.488819385657592
C38fRvXCYl8dUQEl3nAqnQ,€,4.5,40,False,21079.0,563590.701,5922335.637130001,53.4462,9.957469999999999,Harburg,Eißendorf,7.237485672821584
T6ysCn_BgVcAVlIEcQhs4A,€€,4.5,21,False,21073.0,563411.06691,5922967.10934,53.4519,9.954889999999999,Harburg,Eißendorf,50.47559933352988
nMGEgMT3fOc2xt6APKt7Yg,€€,4.5,13,False,21077.0,563284.44113,5922651.646480001,53.44908,9.952919999999999,Harburg,Eißendorf,26.46926600377598
yonxXSPPDv5w0KwdARHKoA,€€,3.5,3,False,21077.0,562699.84268,5921634.90712,53.44001,9.94392,Harburg,Marmstorf,73.10601305783773
n-CJZHJlOatDhZAvinMJeA,€€,4.0,5,False,21077.0,563554.1608,5922301.43322,53.4459,9.95691,Harburg,Eißendorf,48.05043606041105
-DqKJtRy-0yc1NmCCWSXtQ,,5.0,1,False,21077.0,562291.0858,5922729.715,53.4499,9.93798,Harburg,Eißendorf,44.78727848433818
1y2XtqilhsXVnr9C7RLYLw,,3.0,2,False,,564834.64425,5923329.05735,53.454980000000006,9.9764,Harburg,Eißendorf,69.10098685847203
yY91P0JuKq9Q6rISo-gbHQ,€€,4.5,6,False,21039.0,579768.88641,5924683.226869999,53.4651,10.2016,Bergedorf,Curslack,48.62976042921252
EgKKnh3rXM6vvU8ChA_Cag,€€,4.5,5,False,21079.0,567317.98714,5923821.80654,53.4591,10.0139,Harburg,Neuland,13.2842738714052
r86H2RdbCSvuBXG4NPe-9Q,€,4.5,3,False,21079.0,567122.44922,5923625.78052,53.457359999999994,10.01091,Harburg,Neuland,14.416008654229573
